event_id,year,event_label,geography,metric,baseline_stratum,full_valid_population_denominator,stratum_population,stratum_population_fraction,additive_population_weighted_contribution,full_population_weighted_contribution,stratum_share_of_project_contribution
D2018_E05_GZ_M21_EAST,2018,Guangzhou Line 21 eastern section,Guangzhou,cross_city_opportunity,baseline_covered,18038895.640635543,4261441.907686986,0.23623629697637344,0.0,0.0,
D2018_E05_GZ_M21_EAST,2018,Guangzhou Line 21 eastern section,Guangzhou,cross_city_opportunity,baseline_uncovered,18038895.640635543,13777453.732948558,0.7637637030236267,0.0,0.0,
D2018_E05_GZ_M21_EAST,2018,Guangzhou Line 21 eastern section,Guangzhou,total_opportunity,baseline_covered,18038895.640635543,4261441.907686986,0.23623629697637344,12.73405929369013,50.830709531209884,0.2505190152002789
D2018_E05_GZ_M21_EAST,2018,Guangzhou Line 21 eastern section,Guangzhou,total_opportunity,baseline_uncovered,18038895.640635543,13777453.732948558,0.7637637030236267,38.09665023751976,50.830709531209884,0.7494809847997213
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,D_equal_city,coverage,baseline_covered,38250058.61750648,5122445.463559325,0.10483090727157503,0.0,0.002742059449551875,0.0
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,D_equal_city,coverage,baseline_uncovered,38250058.61750648,33127613.15394716,0.895169092728425,0.002742059449551875,0.002742059449551875,1.0
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,D_equal_city,cross_city_opportunity,baseline_covered,38250058.61750648,5122445.463559325,0.10483090727157503,64.83509724826756,116.63214806019703,0.5558938794028246
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,D_equal_city,cross_city_opportunity,baseline_uncovered,38250058.61750648,33127613.15394716,0.895169092728425,51.797050811929466,116.63214806019703,0.4441061205971753
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,D_equal_city,total_opportunity,baseline_covered,38250058.61750648,5122445.463559325,0.10483090727157503,1598.8169896904008,4340.052231412116,0.3683865779583478
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,D_equal_city,total_opportunity,baseline_uncovered,38250058.61750648,33127613.15394716,0.895169092728425,2741.2352417217166,4340.052231412116,0.6316134220416525
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,Dongguan,coverage,baseline_covered,10532289.192640668,303789.0819543783,0.0288435948157071,0.0,0.0,
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,Dongguan,coverage,baseline_uncovered,10532289.192640668,10228500.110686291,0.971156405184293,0.0,0.0,
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,Dongguan,cross_city_opportunity,baseline_covered,10532289.192640668,303789.0819543783,0.0288435948157071,0.0,0.0,
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,Dongguan,cross_city_opportunity,baseline_uncovered,10532289.192640668,10228500.110686291,0.971156405184293,0.0,0.0,
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,Dongguan,total_opportunity,baseline_covered,10532289.192640668,303789.0819543783,0.0288435948157071,0.0,0.0,
