event_id,year,event_label,geography,cities,population_weighted_total_opportunity_contribution_r0,area_weighted_total_opportunity_contribution_r0,population_weighted_cross_city_opportunity_contribution_r0,area_weighted_cross_city_opportunity_contribution_r0,population_weighted_coverage_contribution_r0,area_weighted_coverage_contribution_r0,population_weighted_total_contribution_uncovered_r0,population_weighted_total_contribution_covered_r0,population_weighted_total_opportunity_contribution_r2,area_weighted_total_opportunity_contribution_r2,population_weighted_cross_city_opportunity_contribution_r2,area_weighted_cross_city_opportunity_contribution_r2,population_weighted_coverage_contribution_r2,area_weighted_coverage_contribution_r2,population_weighted_total_contribution_uncovered_r2,population_weighted_total_contribution_covered_r2,total_opportunity_sign_match,total_opportunity_rank_r0,total_opportunity_rank_r2,cross_city_opportunity_sign_match,cross_city_opportunity_rank_r0,cross_city_opportunity_rank_r2,coverage_sign_match,coverage_rank_r0,coverage_rank_r2
D2021_E01_FS_TRAM_NH1_FIRST,2021,Nanhai Tram 1 first section,D_equal_city,3,3669.468062516069,738.9249767898391,2641.0118367765945,505.47751156578255,0.0034304573782756,0.0008794643063904,2365.827530779896,12667.202920357313,1854.5564776226024,373.27376292370326,1075.4221737924345,196.98055645590384,0.0034304573782756,0.0008794643063904,1181.583269931063,8197.845062393442,True,8.0,9.0,True,3.0,4.0,True,7.0,7.0
D2021_E02_GZ_M18_FIRST,2021,Guangzhou Line 18 first section,D_equal_city,3,2656.866562569395,428.00683375211946,213.98778014879204,45.80990593500318,0.0007652720367205,0.0002800253410325,1059.821717101536,9428.022258626364,1747.2628160451948,267.74741774152466,66.56449363240918,15.056024531810849,0.0007652720367205,0.0002800253410325,685.4186497686798,5389.45199002139,True,10.0,10.0,True,12.0,16.0,True,15.0,15.0
D2021_E03_FS_M2_PHASE1,2021,Foshan Metro Line 2 phase 1,D_equal_city,3,6583.151501196109,1636.1158982214338,4396.463676205692,1094.857738209067,0.0063685285564813,0.0019612426785595,4394.942608083761,23373.714687301424,3607.937521838188,926.3550178940789,1862.252151602664,496.7477767376196,0.0063685285564813,0.0019612426785595,2385.2776457085984,16300.993424724751,True,3.0,3.0,True,1.0,1.0,True,2.0,2.0
D2022_E01_GZ_M22_FIRST,2022,Guangzhou Line 22 first section,D_equal_city,3,790.430269574661,178.0115098836807,175.54348029996876,46.71256289543216,0.0005819937977106,0.0001481688484494,664.3514095519871,1870.6825307541803,494.17736349271473,110.23789188217712,117.60094926521748,30.208326271869083,0.0005819937977106,0.0001481688484494,392.4796055775491,1277.0077366010594,True,18.0,18.0,True,13.0,12.0,True,17.0,17.0
D2022_E02_GZ_M7_WEST,2022,Guangzhou Line 7 western extension,D_equal_city,3,3954.9260519156887,1168.966228754903,3375.0689779757213,965.377206689573,0.0020322726504542,0.0008511653162303,2792.526720693544,7095.272577573281,1991.2870122912743,624.1819284066556,1618.639748725951,488.8579649742823,0.0020322726504542,0.0008511653162303,1414.7008203831367,3687.7306712073328,True,7.0,8.0,True,2.0,2.0,True,9.0,9.0
D2022_E03_GZ_M8_RAINBOW,2022,Rainbow Bridge infill station activation,D_equal_city,3,741.1668575691145,89.12296172611899,105.7532247052809,23.147142531149893,0.0,0.0,9.288718133824108,3564.6826194240552,629.5717648590485,69.58183340721415,77.14957894946943,15.275832447509575,0.0,0.0,2.669718358920574,2959.324552922315,True,19.0,16.0,True,18.0,14.0,True,25.0,25.0
D2022_E04_FS_TRAM_NH1_FULL,2022,Nanhai Tram 1 completion,D_equal_city,3,638.8733477088315,282.1491710742061,455.6616029719076,198.02975766643405,0.0003385058198608,0.0002546397702609,298.50966388273554,3274.99799844484,357.26088742567873,152.84354643284263,220.04230283612455,88.82421400464015,0.0003385058198608,0.0002546397702609,147.5047749306042,2168.1590543130214,True,20.0,20.0,True,9.0,9.0,True,21.0,21.0
D2022_E05_FS_M3_FIRST,2022,Foshan Metro Line 3 first section,D_equal_city,3,5363.172865178466,1455.9901823254104,2427.6741222326327,604.0770150262406,0.0088607284172804,0.0027918977001922,3850.354123158777,16015.634302448418,2608.2534190629617,748.7442514722138,448.2622280305765,121.2399264178557,0.0088607284172804,0.0027918977001922,1937.2350821342452,9395.209985322128,True,4.0,7.0,True,5.0,6.0,True,1.0,1.0
D2022_E06_GZ_M8_XICUN,2022,Xicun station and Line 5 transfer activation,D_equal_city,3,1270.6121729954264,143.27098550459536,163.29727693937517,26.326435195075764,0.0,0.0,2.015921046625714,5719.33953300347,1349.2716452448285,145.99120644266114,194.96308010129613,28.195160726049092,0.0,0.0,0.115085638355332,6242.38399215174,True,16.0,14.0,True,14.0,10.0,True,25.0,25.0
D2023_E01_GZ_M5_EAST,2023,Guangzhou Line 5 eastern extension,D_equal_city,3,2262.8358918560275,392.4920727517612,61.18676643741315,15.508121891245144,0.00126770749411,0.000259198507357,1434.2303421904182,4722.098769658358,1444.6227924563536,246.77636211788277,14.383544635867432,2.719991973321553,0.00126770749411,0.000259198507357,890.6472310087657,2980.3843648135194,True,12.0,12.0,True,19.0,19.0,True,12.0,12.0
D2023_E02_GZ_M7_PHASE2,2023,Guangzhou Line 7 phase 2,D_equal_city,3,2554.856544940516,790.7253135399442,331.47853659531876,114.5271618809049,0.0009309202449175,0.0004535188960511,1236.086416423656,7264.597570338534,1573.0978415380696,473.84008859325235,72.31407724154974,27.436854832055175,0.0009309202449175,0.0004535188960511,773.0729373018235,3957.290359740615,True,11.0,11.0,True,11.0,15.0,True,14.0,14.0
D2024_E01_FOUR_LINE_INTERCITY,2024,Four-line Greater Bay Area local intercity integration,D_equal_city,3,1489.9171732766008,657.2586516432542,370.485996772338,167.52858123303574,0.0037503405861292,0.0028657016596871,916.683683453182,9492.703961699468,519.7812046867598,248.00590249880884,99.98491898307702,46.99822117735252,0.0037503405861292,0.0028657016596871,322.53653342510773,3945.135199270167,True,14.0,17.0,True,10.0,13.0,True,6.0,6.0
D2024_E02_GAOMING_SUSPENSION,2024,Gaoming Tram suspension,D_equal_city,3,-54.065626359923016,-27.92615127515637,0.0,0.0,-0.001969000467161,-0.001065059292854,0.0,-496.6993635072547,-50.04496712327898,-25.360825018479854,0.0,0.0,-0.001969000467161,-0.001065059292854,0.0,-459.7616820601568,True,28.0,28.0,True,24.0,22.0,True,29.0,29.0
D2024_E03_FS_M3_TWO_SECTIONS,2024,Foshan Metro Line 3 central and northern sections,D_equal_city,3,4135.4541806393145,858.5683374601698,2495.2680402318397,433.908950436465,0.0041790422285368,0.0015515877562357,2136.733848718016,16000.775200315737,2624.5231740261656,538.8570319172762,1400.9508422166216,239.1515069980639,0.0041790422285368,0.0015515877562357,1209.396023491032,11737.938994620084,True,6.0,6.0,True,4.0,3.0,True,4.0,4.0
D2024_E04_GZ_M3_EAST,2024,Guangzhou Line 3 eastern extension,D_equal_city,3,848.4210487509772,234.45249144107876,110.94278460516551,34.77512612372408,0.0004293362221203,0.0001605162524868,507.71918518603167,2132.530332479628,463.0501099482309,128.50443034327805,18.46175757986021,7.36018149094492,0.0004293362221203,0.0001605162524868,281.790662856767,997.6596476593132,True,17.0,19.0,True,17.0,18.0,True,20.0,20.0
D2024_E05_HZ1_TOWER_CLOSURE,2024,Haizhu Tram Tower station section closure,D_equal_city,3,-126.9992057017694,-18.28071420680134,-12.272591628395023,-3.017080072146907,0.0,0.0,-2.544783859293602,-495.77488505451333,-106.96621741702477,-14.511933886926707,-4.793649744867033,-1.1132936429722855,0.0,0.0,-2.0265830868764367,-395.9313574573098,True,29.0,29.0,True,29.0,29.0,True,25.0,25.0
D2024_E06_GZ_M11_SHAHE,2024,"Guangzhou Line 11 loop, Shahe activation and Line 21 topology reassignment",D_equal_city,3,16642.008580109432,2061.758653422825,1786.306850300011,349.6436495958513,0.0046773272392809,0.0005534804520165,10971.435215752945,37561.67914791717,12947.12082105267,1516.6201872664888,1027.5305114803105,188.75047249658869,0.0046773272392809,0.0005534804520165,8317.15173229131,28652.82102531199,True,1.0,1.0,True,6.0,5.0,True,3.0,3.0
