event_id,year,event_label,geography,cities,population_weighted_total_opportunity_contribution,area_weighted_total_opportunity_contribution,population_weighted_cross_city_opportunity_contribution,area_weighted_cross_city_opportunity_contribution,population_weighted_coverage_contribution,area_weighted_coverage_contribution,population_weighted_total_contribution_uncovered,population_weighted_total_contribution_covered
D2018_E01_GZ_M3_AIRPORT_NORTH,2018,Guangzhou Line 3 Airport North extension,D_equal_city,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2018_E02_GZ_M9_QINGTANG,2018,Qingtang infill station passenger activation,D_equal_city,3,57.067236759115985,14.434508531346518,0.0,0.0,0.00015715778498527825,4.9389616149806175e-05,39.23321977267,114.72550108043875
D2018_E03_GF_LIJIAO,2018,Guangfo Metro Yangang-Lijiao extension,D_equal_city,3,2976.402986391093,326.53577869569637,424.6166685909462,72.4478352970417,0.0009482894456291777,8.615706565221248e-05,1268.0875695958678,14162.093031139584
D2018_E04_GZ_M14_MAIN,2018,Guangzhou Line 14 main line,D_equal_city,3,827.2656503292313,156.31988844334435,9.151389425854468,1.456266557199716,0.00145610950484911,0.0005309383736104164,513.7120948951891,2004.0683498749968
D2018_E05_GZ_M21_EAST,2018,Guangzhou Line 21 eastern section,D_equal_city,3,11.41584019053893,10.977519707586467,0.0,0.0,0.0005865183199729207,0.00037042212112354633,11.074252289660167,12.52021087117705
D2019_E01_GZ_M21_WEST,2019,Guangzhou Line 21 western section,D_equal_city,3,2850.391486792638,480.4857966516731,21.236636197669082,3.1752882074799227,0.002742059449551875,0.000592675393797674,2494.760247434447,4245.220943602905
D2019_E02_GZ_M8_CULTURAL_PARK,2019,Guangzhou Line 8 Cultural Park extension,D_equal_city,3,1408.7164915901533,128.25660700493512,125.53123814728963,19.014544741507674,0.00017439493958943905,1.2032956643495266e-05,312.8756680974021,6793.488855407569
D2019_E03_FS_TRAM_GM1,2019,Foshan Gaoming Tram demonstration line,D_equal_city,3,50.04496712327899,25.360825018479858,0.0,0.0,0.0019690004671610085,0.001065059292854084,52.1284693150998,0.0
D2020_E01_GZ_TRAM_HP1_FIRST,2020,Huangpu Tram 1 first section,D_equal_city,3,68.87970922242964,51.300315005716264,0.0,0.0,0.0004701497734965958,0.0004074643332359009,49.16052083787246,126.6639491812955
D2020_E02_GZ_M8_NORTH,2020,Guangzhou Line 8 northern extension,D_equal_city,3,7402.883782124296,865.9209236899284,404.4564492159988,65.47432583930072,0.003953836255274401,0.000567980585722771,4833.9154837681535,20005.81287682124
D2020_E03_LOCAL_INTERCITY,2020,Guangqing-Guangzhou East Ring through-running local intercity,D_equal_city,3,36.7836697732503,13.131302924981638,0.0,0.0,0.00048708132951524375,0.00023460067671157933,26.712484035512162,66.29582828559144
D2020_E04_GZ_TRAM_HP1_FULL,2020,Huangpu Tram 1 completion to Xiangxue,D_equal_city,3,137.954506601182,57.56168500562441,0.18615737899574283,0.02948773220694111,0.00023128590975950936,0.00018521106056177317,79.30071500401631,313.1571988047753
D2021_E01_FS_TRAM_NH1_FIRST,2021,Nanhai Tram 1 first section,D_equal_city,3,1854.5564776226026,373.27376292370326,1075.4221737924345,196.98055645590384,0.0034304573782756227,0.0008794643063904806,1181.583269931063,8197.845062393442
D2021_E02_GZ_M18_FIRST,2021,Guangzhou Line 18 first section,D_equal_city,3,1747.2628160451948,267.74741774152466,66.56449363240918,15.056024531810849,0.0007652720367205505,0.0002800253410325283,685.4186497686798,5389.45199002139
D2021_E03_FS_M2_PHASE1,2021,Foshan Metro Line 2 phase 1,D_equal_city,3,3607.937521838188,926.3550178940787,1862.2521516026638,496.74777673761963,0.00636852855648132,0.001961242678559593,2385.2776457085984,16300.993424724753
D2022_E01_GZ_M22_FIRST,2022,Guangzhou Line 22 first section,D_equal_city,3,494.17736349271473,110.23789188217711,117.60094926521747,30.208326271869083,0.000581993797710689,0.00014816884844941856,392.4796055775491,1277.0077366010594
D2022_E02_GZ_M7_WEST,2022,Guangzhou Line 7 western extension,D_equal_city,3,1991.2870122912746,624.1819284066556,1618.639748725951,488.8579649742823,0.0020322726504542546,0.0008511653162303908,1414.7008203831367,3687.7306712073328
D2022_E03_GZ_M8_RAINBOW,2022,Rainbow Bridge infill station activation,D_equal_city,3,629.5717648590485,69.58183340721415,77.14957894946943,15.275832447509577,0.0,0.0,2.6697183589205746,2959.324552922315
D2022_E04_FS_TRAM_NH1_FULL,2022,Nanhai Tram 1 completion,D_equal_city,3,357.26088742567873,152.84354643284263,220.04230283612455,88.82421400464015,0.00033850581986087023,0.0002546397702609738,147.5047749306042,2168.1590543130214
D2022_E05_FS_M3_FIRST,2022,Foshan Metro Line 3 first section,D_equal_city,3,2608.2534190629617,748.7442514722138,448.2622280305765,121.2399264178557,0.008860728417280422,0.002791897700192263,1937.2350821342452,9395.209985322128
D2022_E06_GZ_M8_XICUN,2022,Xicun station and Line 5 transfer activation,D_equal_city,3,1349.2716452448285,145.99120644266114,194.96308010129613,28.195160726049092,0.0,0.0,0.11508563835533209,6242.38399215174
D2023_E01_GZ_M5_EAST,2023,Guangzhou Line 5 eastern extension,D_equal_city,3,1444.6227924563536,246.77636211788277,14.383544635867432,2.719991973321553,0.0012677074941100342,0.0002591985073570669,890.6472310087657,2980.3843648135194
D2023_E02_GZ_M7_PHASE2,2023,Guangzhou Line 7 phase 2,D_equal_city,3,1573.0978415380696,473.84008859325235,72.31407724154974,27.436854832055175,0.0009309202449175386,0.00045351889605117437,773.0729373018235,3957.290359740615
D2024_E01_FOUR_LINE_INTERCITY,2024,Four-line Greater Bay Area local intercity integration,D_equal_city,3,519.7812046867598,248.00590249880884,99.98491898307702,46.99822117735252,0.0037503405861292268,0.0028657016596871673,322.53653342510773,3945.1351992701675
D2024_E02_GAOMING_SUSPENSION,2024,Gaoming Tram suspension,D_equal_city,3,-50.04496712327898,-25.360825018479858,0.0,0.0,-0.00196900046716101,-0.0010650592928540842,0.0,-459.7616820601568
D2024_E03_FS_M3_TWO_SECTIONS,2024,Foshan Metro Line 3 central and northern sections,D_equal_city,3,2624.5231740261656,538.8570319172762,1400.9508422166216,239.15150699806387,0.004179042228536875,0.00155158775623574,1209.396023491032,11737.938994620083
D2024_E04_GZ_M3_EAST,2024,Guangzhou Line 3 eastern extension,D_equal_city,3,463.05010994823084,128.50443034327805,18.46175757986021,7.36018149094492,0.00042933622212031584,0.00016051625248687018,281.790662856767,997.6596476593132
D2024_E05_HZ1_TOWER_CLOSURE,2024,Haizhu Tram Tower station section closure,D_equal_city,3,-106.96621741702477,-14.511933886926707,-4.793649744867033,-1.1132936429722857,0.0,0.0,-2.0265830868764367,-395.9313574573098
D2024_E06_GZ_M11_SHAHE,2024,"Guangzhou Line 11 loop, Shahe activation and Line 21 topology reassignment",D_equal_city,3,12947.12082105267,1516.6201872664888,1027.5305114803105,188.75047249658869,0.004677327239280941,0.0005534804520165133,8317.15173229131,28652.821025311994
